Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12)
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.24150463,0.11775395,0.05651463,0.06723605
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,200000,0.15530569,0.0864371,0.03127196,0.03759663
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,200000,0.33383515,0.15129846,0.08355288,0.09898382
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.4199163,0.21523949,0.09891716,0.10575965
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,248000,0.50999371,0.24500314,0.12985544,0.13513514
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,248000,0.31896309,0.18188222,0.06424345,0.07283742
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.78457343,0.31538112,0.19007272,0.27911959
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,300000,0.79523782,0.33618448,0.18858002,0.27047333
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,300000,0.77090586,0.28871935,0.19198578,0.29020073
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.00949796,0.00949796,0.0,0.0
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,165000,0.01762336,0.01762336,0.0,0.0
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,165000,0.0,0.0,0.0,0.0
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.17343649,0.06382979,0.06125081,0.0483559
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,240000,0.23755924,0.10604265,0.06753555,0.06398104
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,240000,0.09688826,0.01343706,0.05374823,0.02970297
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.10643564,0.10643564,0.0,0.0
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,88000,0.09056604,0.09056604,0.0,0.0
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,88000,0.13669065,0.13669065,0.0,0.0
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.15172414,0.09162562,0.03448276,0.02561576
"2-4 Units  (Own/Rent), 2 BR",    Below Median,99000,0.28308824,0.17095588,0.06433824,0.04779412
"2-4 Units  (Own/Rent), 2 BR",    Above Median,99000,0.0,0.0,0.0,0.0
"2-4 Units (Own/Rent), 3 BR",All Values,,0.46746575,0.28767123,0.05136986,0.12842466
"2-4 Units (Own/Rent), 3 BR",    Below Median,160000,0.5234375,0.4375,0.0,0.0859375
"2-4 Units (Own/Rent), 3 BR",    Above Median,160000,0.36,0.0,0.15,0.21
"5-49 Units (Own), 0-1 BR",All Values,,0.0,0.0,0.0,0.0
"5-49 Units (Own), 0-1 BR",    Below Median,600000,0.0,0.0,0.0,0.0
"5-49 Units (Own), 2 BR",All Values,,0.08401639,0.0,0.07786885,0.00614754
"5-49 Units (Own), 2 BR",    Below Median,600000,0.08742004,0.0,0.08102345,0.00639659
"5-49 Units (Own), 2 BR",    Above Median,600000,0.0,0.0,0.0,0.0
"5-49 Units (Rent), 0-1 BR",All Values,,0.0,0.0,0.0,0.0
"5-49 Units (Rent), 0-1 BR",    Below Median,86000,0.0,0.0,0.0,0.0
"5-49 Units (Rent), 0-1 BR",    Above Median,86000,0.0,0.0,0.0,0.0
"5-49 Units (Rent), 2 BR",All Values,,0.18735594,0.12874547,0.05498848,0.003622
"5-49 Units (Rent), 2 BR",    Below Median,102000,0.22321429,0.13807398,0.08514031,0.0
"5-49 Units (Rent), 2 BR",    Above Median,102000,0.14908101,0.11878829,0.02280463,0.00748809
"5-49 Units (Rent), 3 BR",All Values,,1.0304124,0.68247423,0.10824742,0.23969072
"5-49 Units (Rent), 3 BR",    Below Median,130000,1.1253673,0.71694417,0.17140059,0.23702253
