Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.33575464,0.14576271,0.06860371,0.12138822,12390.0,0.04547318,0.26095126,0.41055803,0.22279181
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,80000,0.41140216,0.18582435,0.07134052,0.15423729,6490.0,0.06905723,0.29780302,0.52500129,0.27612674
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,80000,0.25254237,0.10169492,0.06559322,0.08525424,5900.0,0.05386133,0.16394048,0.34114427,0.35083971
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.70469681,0.26153264,0.18748058,0.25568358,74029.0,0.02741875,0.65959297,0.74980064,0.0640046
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,102000,0.7002479,0.25689646,0.19257345,0.25077799,37918.0,0.04067521,0.63333719,0.76715862,0.0955529
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,102000,0.70936834,0.26640082,0.18213287,0.26083465,36111.0,0.03654005,0.64925996,0.76947671,0.08473507
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.8145653,0.29437599,0.21472733,0.30546199,23453.0,0.05818651,0.71884849,0.91028211,0.11750661
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,180000,0.77402248,0.31264841,0.17880323,0.28257084,12634.0,0.07508052,0.65051502,0.89752994,0.15956573
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,180000,0.8619096,0.27303817,0.25667807,0.33219336,10819.0,0.09453917,0.70639268,1.0174265,0.18043299
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.25468945,0.11838266,0.10004168,0.03626511,2399.0,0.07098321,0.13792207,0.37145683,0.45846963
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,55000,0.27192982,0.16666667,0.0661882,0.03907496,1254.0,0.10583051,0.09783863,0.44602102,0.64020632
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,55000,0.23580786,0.06550218,0.1371179,0.03318777,1145.0,0.09627384,0.07743739,0.39417833,0.67160809
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.53336005,0.22320176,0.13484272,0.17531557,4991.0,0.08178858,0.39881783,0.66790226,0.25225402
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,90000,0.6057041,0.21853832,0.13333333,0.25383244,2805.0,0.12369355,0.40222822,0.80917998,0.33593281
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,90000,0.44053065,0.22918573,0.13677951,0.07456542,2186.0,0.13117555,0.22474688,0.65631442,0.48982693
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.04483188,0.0,0.0,0.04483188,803.0,0.04522673,-0.02956609,0.11922985,1.6594881
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,39000,0.06642066,0.0,0.0,0.06642066,542.0,0.06799707,-0.04543452,0.17827585,1.6840419
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,39000,0.0,0.0,0.0,0.0,261.0,.,.,.,.
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.1633282,0.11350796,0.01643554,0.03338469,1947.0,0.063641,0.05863875,0.26801765,0.64097598
"2-4 Units  (Own/Rent), 2 BR",    Below Median,51000,0.16260954,0.1489776,0.0,0.01363194,1027.0,0.09026173,0.014129,0.31109009,0.9131109
"2-4 Units  (Own/Rent), 2 BR",    Above Median,51000,0.16413043,0.07391304,0.03478261,0.05543478,920.0,0.08784055,0.01963273,0.30862814,0.88038335
"2-4 Units (Own/Rent), 3 BR",All Values,,0.72587948,0.2866597,0.19017764,0.24904215,2871.0,0.14884704,0.4810261,0.97073287,0.33731961
"2-4 Units (Own/Rent), 3 BR",    Below Median,114000,0.94701087,0.35597826,0.3138587,0.27717391,1472.0,0.25937004,0.52034715,1.3736746,0.4505373
